City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,campo mourao,-24.0456,-52.3831,17.0,73,57,2.26,BR,1690430313
293,quepos,9.4236,-84.1652,26.36,84,100,1.86,CR,1690430313
294,hinton,53.4001,-117.5857,11.36,87,100,2.39,CA,1690430313
295,kingsville,27.5159,-97.8561,29.23,76,20,7.72,US,1690430313
296,funafuti,-8.5243,179.1942,29.0,84,100,6.69,TV,1690430314
297,stanley,54.868,-1.6985,13.49,92,75,1.03,GB,1690430148
298,galliano,29.4422,-90.2992,27.22,70,0,2.54,US,1690430314
299,paranapanema,-23.3886,-48.7228,17.11,60,11,1.0,BR,1690430314
300,zaozersk,69.4005,32.4476,11.0,92,100,0.69,RU,1690430314
301,codrington,-38.2667,141.9667,15.86,64,6,7.94,AU,1690430314
302,boende,-0.2167,20.8667,23.47,80,90,1.08,CD,1690430315
303,pagar alam,-4.0167,103.2667,29.02,51,27,0.91,ID,1690430315
304,palmer,42.1584,-72.3287,23.75,75,20,5.66,US,1690430315
305,horqueta,-23.3428,-57.0597,19.29,67,73,1.76,PY,1690430315
306,three points,32.0767,-111.3137,31.57,59,95,1.93,US,1690430315
307,labuan,5.2767,115.2417,28.46,73,82,3.25,MY,1690430863
308,emerald,-23.5333,148.1667,22.41,48,80,8.12,AU,1690430095
309,vilyuchinsk,52.9306,158.4028,21.15,83,99,3.19,RU,1690430316
310,la manga del mar menor,37.6413,-0.7165,27.21,82,40,2.57,ES,1690430316
311,ponta delgada,37.7333,-25.6667,21.4,83,20,2.57,PT,1690430178
312,ulladulla,-35.35,150.4667,21.15,31,0,2.81,AU,1690430316
313,selfoss,63.9331,-20.9971,8.91,75,96,3.18,IS,1690430317
314,moires,35.0532,24.8744,33.2,33,0,1.31,GR,1690430317
315,loiza,18.4313,-65.8802,29.0,83,75,0.0,PR,1690430317
316,alvarado,18.7667,-95.7667,27.34,83,100,2.12,MX,1690430317
317,lompoc,34.6391,-120.4579,18.08,87,100,3.58,US,1690430317
318,nantucket,41.2835,-70.0995,23.89,99,0,4.63,US,1690430317
319,lorengau,-2.0226,147.2712,28.75,80,56,4.9,PG,1690430317
320,riviere-du-loup,47.8304,-69.5342,22.15,78,100,3.09,CA,1690430039
321,itoman,26.1247,127.6694,29.21,92,75,7.2,JP,1690430215
322,swift current,50.2834,-107.8014,19.45,34,0,3.09,CA,1690430036
323,ilulissat,69.2167,-51.1,1.93,82,16,2.67,GL,1690430318
324,bandon,51.7469,-8.7425,15.77,98,100,3.93,IE,1690430318
325,kimbe,-5.5502,150.1429,30.58,63,92,4.37,PG,1690430318
326,karagandy,49.8019,73.1021,21.97,42,11,5.76,KZ,1690430318
327,mitu,1.1983,-70.1733,23.77,89,95,0.65,CO,1690430319
328,slatyne,50.2242,36.1608,21.48,66,79,3.97,UA,1690430319
329,gdynia,54.5189,18.5319,13.35,89,0,0.51,PL,1690430287
330,tamanrasset,22.785,5.5228,26.95,12,0,5.14,DZ,1690430319
331,vadso,70.0744,29.7487,10.09,93,100,1.54,NO,1690430319
332,cidreira,-30.1811,-50.2056,14.11,84,40,5.82,BR,1690430320
333,pemangkat,1.1667,108.9667,31.14,57,46,5.1,ID,1690430320
334,yerofey pavlovich,53.9667,121.9667,28.02,44,100,3.63,RU,1690430320
335,dukhan,25.4297,50.7858,33.67,56,86,3.8,QA,1690430320
336,mccomb,31.2438,-90.4531,26.12,78,0,2.06,US,1690430320
337,busko-zdroj,50.4708,20.7188,11.03,92,99,3.08,PL,1690430320
338,colonia,50.9333,6.95,15.53,82,20,3.09,DE,1690430320
339,mugia,43.1041,-9.2179,17.91,81,88,1.9,ES,1690430321
340,elliot lake,46.3834,-82.6331,16.81,98,61,1.81,CA,1690430321
341,guatrache,-37.6678,-63.5302,4.4,55,100,2.03,AR,1690430321
342,erenhot,43.6475,111.9767,28.82,36,100,1.91,CN,1690430321
343,taltal,-25.4,-70.4833,14.8,87,37,1.97,CL,1690430321
344,meadow lake,34.8014,-106.5436,31.71,44,76,7.75,US,1690430321
345,saurimo,-9.6608,20.3916,15.13,44,18,2.34,AO,1690430322
346,hammerfest,70.6634,23.6821,11.25,87,100,2.06,NO,1690430322
347,songyuan,45.1171,124.8568,28.83,69,99,7.53,CN,1690430322
348,hendersonville,36.3048,-86.62,28.34,83,77,0.45,US,1690430322
349,pudasjarvi,65.3833,26.9167,14.13,83,56,0.66,FI,1690430322
350,robore,-18.3333,-59.75,19.22,65,86,2.4,BO,1690430322
351,dongola,19.1667,30.4833,32.75,39,86,4.93,SD,1690430322
352,lom sak,16.7798,101.2422,32.94,52,20,3.6,TH,1690430323
353,nuuk,64.1835,-51.7216,4.88,92,100,3.49,GL,1690430323
354,woolgoolga,-30.1106,153.2007,21.69,54,0,4.35,AU,1690430323
355,mahina,-17.5065,-149.489,24.87,88,75,0.51,PF,1690430323
356,puntarenas,9.9763,-84.8384,26.79,82,100,1.25,CR,1690430323
357,port saint john's,-31.6229,29.5448,18.67,69,70,1.38,ZA,1690430323
358,bel ombre,-4.6167,55.4167,23.91,88,75,3.09,SC,1690430323
359,guarapari,-20.6667,-40.4975,20.5,89,47,4.38,BR,1690430324
360,sept-iles,50.2001,-66.3821,20.0,83,100,3.09,CA,1690430041
361,kirakira,-10.4544,161.9205,27.61,83,100,6.34,SB,1690430324
362,tazacorte,28.629,-17.9293,21.54,83,75,5.14,ES,1690430202
363,chimoio,-19.1164,33.4833,12.92,87,0,0.79,MZ,1690430324
364,pinkafeld,47.3667,16.1167,10.98,94,2,1.97,AT,1690430324
365,ippy,6.2679,21.2247,20.2,97,98,0.91,CF,1690430324
366,mil'kovo,55.6078,37.7956,17.73,79,58,0.86,RU,1690430324
367,mili,6.0815,171.735,28.14,74,36,2.52,MH,1690430213
368,castillos,-34.1667,-53.8333,9.0,84,0,5.54,UY,1690430325
369,kapa'a,22.0752,-159.319,29.18,77,40,7.2,US,1690430325
370,nikel,69.4128,30.222,9.1,89,98,0.92,RU,1690430325
371,manalurpettai,12.0167,79.1,30.61,48,97,7.66,IN,1690430325
372,mount gambier,-37.8333,140.7667,16.27,56,46,5.05,AU,1690430325
373,yichang,30.7144,111.2847,31.69,67,99,1.96,CN,1690430325
374,sola,-13.8833,167.55,25.37,83,100,6.17,VU,1690430326
375,southeast arcadia,27.1863,-81.8521,26.57,99,97,0.89,US,1690430326
376,stung treng,13.5259,105.9683,28.9,78,100,2.57,KH,1690430326
377,mariveles,14.4833,120.4833,22.98,88,100,11.1,PH,1690430326
378,kourou,5.1552,-52.6478,25.03,89,86,2.84,GF,1690430326
379,nuku'alofa,-21.1333,-175.2,22.19,60,75,3.09,TO,1690430326
380,chernyshevskiy,63.0128,112.4714,22.99,45,50,4.42,RU,1690430326
381,duong dong,10.2167,103.9667,30.0,79,40,4.63,VN,1690430327
382,lerwick,60.1545,-1.1494,9.0,87,0,0.9,GB,1690430163
383,semirara,12.0697,121.3986,28.29,79,90,10.47,PH,1690430327
384,santa sylvina,-27.8326,-61.1375,11.04,75,90,2.13,AR,1690430327
385,dryden,49.7833,-92.7503,24.16,73,100,4.63,CA,1690430327
386,sungai raya,0.7,108.9,31.06,57,64,5.59,ID,1690430327
387,ujae,8.9322,165.7642,28.22,79,91,4.23,MH,1690430328
388,eyl,7.9803,49.8164,25.73,64,39,12.13,SO,1690430328
389,argo,37.6333,22.7333,27.66,56,0,2.37,GR,1690430328
390,hauterive,46.0901,3.4459,14.42,89,21,1.94,FR,1690430328
391,hasaki,35.7333,140.8333,39.05,71,16,5.3,JP,1690430328
392,broome,42.2506,-75.833,24.78,81,40,4.12,US,1690430150
393,taulaga,-11.0553,-171.0883,27.86,69,43,6.46,AS,1690430329
394,alaghsas,17.0187,8.0168,30.72,43,89,5.41,NE,1690430329
395,puerto carreno,6.189,-67.4859,25.67,87,100,2.13,CO,1690430329
396,libreville,0.3925,9.4537,25.01,88,20,3.6,GA,1690430329
397,kristiansund,63.1115,7.732,15.03,94,100,3.09,NO,1690430329
398,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1690430188
399,urengoy,65.9667,78.3667,25.49,50,94,2.37,RU,1690430329
400,yeppoon,-23.1333,150.7333,21.88,66,40,8.42,AU,1690430176
401,soc trang,9.6033,105.98,31.86,59,82,8.66,VN,1690430330
402,ambon,-3.6954,128.1814,27.71,75,40,1.54,ID,1690430330
403,kyaikkami,16.08,97.5675,28.44,76,84,3.62,MM,1690430330
404,okhotsk,59.3833,143.3,18.72,78,82,2.4,RU,1690430330
405,claudio,-20.4433,-44.7658,16.9,58,53,0.91,BR,1690430330
406,olanchito,15.5,-86.5667,24.91,99,33,0.23,HN,1690430330
407,gornozavodsk,58.3758,58.3211,18.23,74,46,0.9,RU,1690430331
408,akureyri,65.6835,-18.0878,8.96,71,100,1.54,IS,1690430180
409,walvis bay,-22.9575,14.5053,11.72,93,100,5.14,NA,1690430208
410,baise city,23.8997,106.6133,33.64,61,83,0.99,CN,1690430331
411,saint-philippe,-21.3585,55.7679,18.77,79,63,5.15,RE,1690430331
412,port hedland,-20.3167,118.5667,27.03,28,75,5.14,AU,1690430331
413,port pirie,-33.1833,138.0167,19.6,45,94,9.45,AU,1690430332
414,brisas de zicatela,15.8369,-97.0419,27.17,82,100,3.13,MX,1690430155
415,katabu,-4.9333,122.5167,31.61,46,6,0.8,ID,1690430332
416,yarmouth,41.7057,-70.2286,23.89,91,0,6.17,US,1690430332
417,east london,-33.0153,27.9116,16.86,73,78,3.18,ZA,1690430332
418,mejit,10.2753,170.8646,28.13,80,100,7.31,MH,1690430332
419,sirvan,39.9379,48.9286,26.26,60,0,1.83,AZ,1690430333
420,rio gallegos,-51.6226,-69.2181,-9.97,92,0,3.6,AR,1690430286
421,jacmel,18.2342,-72.5347,25.91,83,100,4.38,HT,1690430333
422,torghay,49.6339,63.4981,25.69,50,1,2.76,KZ,1690430333
423,rosetta,31.4044,30.4164,26.2,70,0,2.08,EG,1690430333
424,yuzhno-kurilsk,44.0306,145.8556,22.53,77,98,1.2,RU,1690430333
425,afif,23.9065,42.9172,29.4,17,22,4.71,SA,1690430333
426,saipan,15.1355,145.701,28.39,100,75,5.14,MP,1690430334
427,nizhnesortymskiy,62.4397,71.7603,17.96,86,100,2.95,RU,1690430334
428,saint-francois,46.4154,3.9054,14.69,77,26,2.06,FR,1690430334
429,puerto colombia,10.9878,-74.9547,27.05,89,96,3.87,CO,1690430334
430,coari,-4.085,-63.1414,24.33,60,1,1.22,BR,1690430334
431,al khafji,28.4391,48.4913,35.78,26,6,5.39,SA,1690430334
432,lospalos,-8.5186,127.0025,22.82,75,82,4.2,TL,1690430334
433,myskhako,44.6714,37.7433,21.88,70,0,2.94,RU,1690430335
434,kocaali,41.0534,30.8528,24.36,76,1,5.08,TR,1690430335
435,pechora,65.1472,57.2244,18.64,70,95,2.25,RU,1690430335
436,comodoro rivadavia,-45.8667,-67.5,-1.08,80,0,2.57,AR,1690430075
437,mersa matruh,31.3525,27.2453,23.11,83,0,2.57,EG,1690430335
438,kaset sombun,16.2805,101.9542,33.59,50,49,2.8,TH,1690430335
439,matias barbosa,-21.8692,-43.3194,17.94,93,97,1.16,BR,1690430335
440,miles city,46.4083,-105.8406,30.54,19,0,2.57,US,1690430336
441,olavarria,-36.8927,-60.3225,2.59,86,79,3.2,AR,1690430188
442,san ignacio,17.1561,-89.0714,25.08,94,0,0.0,BZ,1690430336
443,silapathar,26.206,93.8095,29.13,89,88,1.62,IN,1690430881
444,puerto deseado,-47.7503,-65.8938,0.52,71,71,3.1,AR,1690430336
445,aral,40.5156,81.2636,34.18,21,6,1.17,CN,1690430336
446,akcakale,36.7111,38.9475,31.62,25,0,1.98,TR,1690430336
447,zahedan,29.4963,60.8629,29.95,26,17,2.06,IR,1690430337
448,ocean city,39.2776,-74.5746,25.01,87,5,3.13,US,1690430186
449,dongtai,32.8523,120.3095,31.5,67,23,5.34,CN,1690430338
450,hengchun,22.0042,120.7439,27.15,88,100,16.76,TW,1690430321
451,tacuarembo,-31.7333,-55.9833,7.52,90,54,2.6,UY,1690430339
452,myitkyina,25.3833,97.4,24.18,100,100,0.43,MM,1690430258
453,victoria point,-27.5833,153.3,23.42,54,47,2.68,AU,1690430339
454,moyale,3.5167,39.0584,18.26,67,96,4.66,KE,1690430195
455,bardai,11.65,7.2333,22.53,83,99,4.74,NG,1690430339
456,naze,28.3667,129.4833,25.51,81,100,6.64,JP,1690430339
457,oral,51.2333,51.3667,23.99,69,0,4.0,KZ,1690430339
458,al harithah,30.7186,47.7208,32.98,17,0,3.09,IQ,1690430340
459,ipilan,8.8431,117.9033,29.99,69,83,7.24,PH,1690430340
460,anori,-3.7728,-61.6442,24.39,57,1,1.39,BR,1690430340
461,strezhevoy,60.7333,77.5889,19.91,72,77,2.8,RU,1690430340
462,revda,56.801,59.9303,19.28,76,35,2.8,RU,1690430270
463,santo amaro da imperatriz,-27.6881,-48.7786,20.9,86,99,0.24,BR,1690430285
464,fray luis beltran,-39.3167,-65.7667,6.61,55,100,4.48,AR,1690430340
465,wyndham,37.6985,-77.6125,27.15,83,0,1.54,US,1690430341
466,bougouni,11.417,-7.479,22.72,94,80,1.66,ML,1690430341
467,pandan,14.0453,124.1694,30.61,68,100,7.07,PH,1690430163
468,camacupa,-12.0167,17.4833,13.48,44,1,0.92,AO,1690430341
469,al hudaydah,14.7978,42.9545,31.97,65,61,3.79,YE,1690430341
470,santarem,-2.4431,-54.7083,24.07,100,0,1.03,BR,1690430886
471,bei'an,24.5399,109.533,33.71,58,84,3.98,CN,1690430341
472,magdagachi,53.45,125.8,30.77,35,98,3.96,RU,1690430342
473,colonel hill,22.7667,-74.2167,28.96,80,48,9.36,BS,1690430342
474,tual,-5.6667,132.75,26.03,82,57,8.88,ID,1690430342
475,kulhudhuffushi,6.6221,73.07,28.22,69,99,2.07,MV,1690430342
476,katsuura,35.1333,140.3,29.01,70,48,4.38,JP,1690430342
477,kalemie,-5.9475,29.1947,20.46,61,78,3.09,CD,1690430343
478,vilhena,-12.7406,-60.1458,20.73,52,4,1.65,BR,1690430343
479,kataba,13.9833,44.3833,21.78,47,19,1.35,YE,1690430343
480,sainte-suzanne,-20.9061,55.6089,19.12,88,20,3.09,RE,1690430343
481,callao,-12.0667,-77.15,20.16,77,100,3.6,PE,1690430211
482,znamenka,52.4167,41.4311,23.42,67,56,3.99,RU,1690430343
483,shakhovskaya,56.0283,35.5097,15.95,88,91,1.24,RU,1690430344
484,lakatoro,-16.0999,167.4164,23.49,72,94,8.93,VU,1690430344
485,plouzane,48.3833,-4.6167,17.1,88,100,8.75,FR,1690430344
486,borkum,53.5809,6.6915,14.97,73,100,6.77,DE,1690430180
487,hun,29.1268,15.9477,27.08,52,0,5.42,LY,1690430344
488,tapa,59.2606,25.9586,12.01,88,87,2.36,EE,1690430344
489,santa ana,33.7456,-117.8678,32.59,60,20,4.63,US,1690430102
490,plastun,44.7561,136.2939,29.72,51,12,2.96,RU,1690430345
491,iwanai,42.9744,140.5089,27.99,69,100,4.29,JP,1690430345
492,kalmunai,7.4167,81.8167,30.74,57,100,0.98,LK,1690430345
493,pemba,-12.974,40.5178,20.39,82,20,5.36,MZ,1690430346
494,lyozna,55.0249,30.7956,15.75,84,100,1.37,BY,1690430346
495,kadugli,11.0167,29.7167,21.44,96,99,1.95,SD,1690430346
496,ixtapa,20.7,-105.2,25.4,85,100,1.46,MX,1690430346
497,mossel bay,-34.1831,22.146,9.96,81,20,2.64,ZA,1690430168
498,international falls,48.6011,-93.411,24.1,73,0,0.0,US,1690430346
499,midvagur,62.0511,-7.1939,8.46,87,100,4.63,FO,1690430347
500,cole harbour,44.6724,-63.4751,20.71,87,38,7.72,CA,1690430347
501,pytalovo,57.0679,27.9138,13.34,86,95,1.29,RU,1690430347
502,broken hill,-31.95,141.4333,20.4,31,15,8.58,AU,1690430278
503,kerikeri,-35.2268,173.9474,16.06,79,16,1.34,NZ,1690430347
504,sisimiut,66.9395,-53.6735,4.53,92,54,3.37,GL,1690430149
505,saudarkrokur,65.7461,-19.6394,7.15,90,14,1.96,IS,1690430201
506,hit,33.6416,42.8251,35.78,14,0,2.46,IQ,1690430348
507,cullowhee,35.3137,-83.1765,23.81,94,55,0.74,US,1690430348
508,jayanca,-6.3908,-79.8219,21.78,78,4,3.21,PE,1690430348
509,president roxas,7.1544,125.0558,30.64,63,79,1.87,PH,1690430348
510,almeirim,-1.5233,-52.5817,25.07,75,40,1.55,BR,1690430349
511,talsi,57.2456,22.5814,12.07,86,100,2.13,LV,1690430349
512,guajara mirim,-10.7828,-65.3394,24.08,53,33,1.38,BR,1690430349
513,watford city,47.8022,-103.2832,24.53,49,40,0.0,US,1690430349
514,buka,40.8108,69.1986,36.4,12,2,4.92,UZ,1690430214
515,enshi,30.3,109.4833,30.9,67,95,0.64,CN,1690430349
516,ebaye,8.7748,167.7392,30.01,74,40,3.6,MH,1690430350
517,essaouira,31.5125,-9.77,20.72,87,0,4.12,MA,1690430350
518,prado,-17.3411,-39.2208,21.09,75,65,1.62,BR,1690430350
519,sierra grande,-41.606,-65.3557,3.1,44,99,0.94,AR,1690430350
520,emmett,43.8735,-116.4993,31.65,29,0,0.45,US,1690430350
521,vila velha,-20.3297,-40.2925,20.53,92,0,1.03,BR,1690430351
522,panaba,21.2833,-88.2667,26.01,87,33,3.71,MX,1690430137
523,uliastay,47.7417,96.8444,24.92,19,88,2.13,MN,1690430351
524,nola,40.922,14.5329,23.13,90,2,1.52,IT,1690430351
525,bishkul,54.7803,69.1033,22.19,73,0,2.0,KZ,1690430351
526,hobyo,5.3505,48.5268,24.99,79,74,9.98,SO,1690430351
527,bodo,67.28,14.405,15.43,89,0,1.54,NO,1690430352
528,port macquarie,-31.4333,152.9167,20.5,54,0,4.52,AU,1690430206
529,aginskoye,51.1,114.53,17.72,79,100,5.28,RU,1690430352
530,kasongo-lunda,-6.4667,16.8167,19.61,74,3,1.06,CD,1690430352
531,kenai,60.5544,-151.2583,14.05,93,100,4.63,US,1690430353
532,inhambane,-23.865,35.3833,15.99,93,40,0.0,MZ,1690430353
533,viljandi,58.3639,25.59,12.32,89,99,1.46,EE,1690430353
534,tanjung pandan,-2.75,107.65,31.25,58,17,4.8,ID,1690430353
535,bay harbor,30.1471,-85.6146,28.3,82,0,1.54,US,1690430353
536,leava,-14.3,-178.1667,26.25,73,85,6.08,WF,1690430208
537,namsos,64.4662,11.4957,14.03,88,100,3.6,NO,1690430223
538,al bardiyah,31.7561,25.0865,26.74,81,0,5.08,LY,1690430354
539,santa luzia,-19.7697,-43.8514,19.5,77,75,4.63,BR,1690430354
540,kailua-kona,19.6406,-155.9956,29.17,84,75,5.14,US,1690430355
541,lensk,60.7253,114.9278,29.55,43,45,2.64,RU,1690430355
542,st. john's,47.5649,-52.7093,19.53,80,100,8.75,CA,1690430355
543,cabedelo,-6.9811,-34.8339,23.37,87,56,4.47,BR,1690430355
544,yelizovo,53.1873,158.3805,21.08,68,40,7.15,RU,1690430355
545,talitsa,56.8804,60.0213,20.3,75,37,2.86,RU,1690430355
546,mhamid,29.82,-5.72,32.93,6,0,1.34,MA,1690430355
547,quesnel,52.9999,-122.5029,19.28,55,0,1.03,CA,1690430064
548,tema,5.667,-0.0166,26.23,89,100,4.63,GH,1690430356
549,smithers,54.7804,-127.1743,19.18,48,40,4.63,CA,1690430356
550,fengtai,39.5581,117.7492,34.57,48,35,4.04,CN,1690430356
551,aschersleben,51.75,11.4667,13.03,80,58,3.93,DE,1690430356
552,saffron walden,52.0234,0.2423,16.51,93,100,6.17,GB,1690430356
553,morez,46.5254,6.0259,12.27,81,34,0.98,FR,1690430356
554,arkhangel'sk,64.5401,40.5433,16.3,78,100,1.57,RU,1690430357
555,bukama,-9.2,25.85,18.79,43,90,0.96,CD,1690430357
556,refahiye,39.9008,38.7667,21.55,44,0,0.52,TR,1690430357
557,tiquipaya,-17.3382,-66.2189,14.4,43,8,3.09,BO,1690430357
558,ukhta,63.5671,53.6835,17.37,64,97,1.32,RU,1690430357
559,karratha,-20.7377,116.8463,23.53,44,86,5.98,AU,1690430358
560,letlhakane,-21.4167,25.5833,11.07,75,0,3.79,BW,1690430358
561,hirara,24.8,125.2833,31.92,79,75,12.35,JP,1690430358
562,dazhou,31.2159,107.5009,28.19,83,99,1.8,CN,1690430358
563,zakynthos,37.7914,20.8953,24.8,77,0,5.45,GR,1690430358
564,rahimah,26.7079,50.0619,29.12,53,56,0.97,SA,1690430358
565,sarina,-21.4333,149.2167,23.48,64,80,4.51,AU,1690430359
566,domusnovas,39.3219,8.6486,19.7,75,0,1.4,IT,1690430359
567,hoemul-li,41.4339,129.67,27.79,62,45,2.18,KP,1690430359
568,worland,44.0169,-107.9554,26.25,29,0,3.6,US,1690430359
569,longido,-2.7333,36.6833,13.72,88,25,3.23,TZ,1690430359
570,mogocha,53.7333,119.7667,26.75,48,100,3.53,RU,1690430360
571,constitucion,-35.3333,-72.4167,9.02,80,47,2.93,CL,1690430360
572,igarka,67.4667,86.5833,25.06,57,1,4.18,RU,1690430360
573,clodomira,-27.5744,-64.1311,11.71,59,35,3.09,AR,1690430360
574,darab,28.7519,54.5444,31.28,43,10,0.87,IR,1690430361
575,polyarnyy,69.1989,33.4478,10.6,94,100,0.35,RU,1690430361
576,quellon,-43.1167,-73.6167,7.14,100,100,1.54,CL,1690430362
577,kill devil hills,36.0307,-75.676,28.32,83,0,4.63,US,1690430362
578,la ronge,55.1001,-105.2842,12.14,82,100,6.69,CA,1690430196
579,mulki,13.1,74.8,24.6,94,100,2.57,IN,1690430362
580,nikolayevsk-on-amure,53.1406,140.73,27.97,45,99,3.45,RU,1690430362
581,page,36.9147,-111.4558,33.88,18,0,2.57,US,1690430362
582,mount darwin,-16.7725,31.5838,14.02,84,95,2.8,ZW,1690430363
583,rio grande,-32.035,-52.0986,11.08,89,1,5.91,BR,1690430363
584,mahenge,-8.6833,36.7167,12.89,81,27,0.23,TZ,1690430363
585,assab,13.0092,42.7394,33.42,52,50,2.13,ER,1690430363
586,senanga,-16.1167,23.2667,10.72,69,0,1.97,ZM,1690430363
587,hpa-an,16.8906,97.6333,29.81,73,32,2.71,MM,1690430363
